Product ID,Variant ID,SKU,Width,Height
377660015,37679770763440,DDL002-GWC1620,20,16
,37679770796208,DDL002-GWC3040,40,30
377661455,37679770697904,DDL003-GWC1620,20,16
,37679770730672,DDL003-GWC3040,40,30
377662527,37679770435760,DDL005-GWC1620,20,16
,37679770468528,DDL005-GWC3040,40,30
377665759,37679769944240,DDL012-GWC1620,20,16
,37679769977008,DDL012-GWC3040,40,30
377666551,37679769878704,DDL013-GWC1620,20,16
,37679769911472,DDL013-GWC3040,40,30
377721759,37679769583792,DDL016-GWC1620,20,16
,37679769616560,DDL016-GWC3040,40,30
377724527,37679769288880,DDL017-GWC1620,20,16
,37679769321648,DDL017-GWC3040,40,30
377727679,37679769190576,DDL018-GWC1620,20,16
,37679769223344,DDL018-GWC3040,40,30
377732255,37679769092272,DDL019-GWC1620,20,16
,37679769125040,DDL019-GWC3040,40,30
377734251,37679767257264,DDL020-GWC1620,20,16
,37679767290032,DDL020-GWC3040,40,30
377737271,37679766569136,DDL022-GWC1020,20,10
,37679766601904,DDL022-GWC2040,40,20
377740323,37679765815472,DDL025-GWC1020,20,10
,37679765848240,DDL025-GWC2040,40,20
377743731,37679765651632,DDL027-GWC1620,20,16
,37679765717168,DDL027-GWC3040,40,30
377748343,37679765291184,DDL030-GWC1620,20,16
,37679765323952,DDL030-GWC3040,40,30
377753479,37679764406448,DDL031-GWC1620,20,16
,37679764439216,DDL031-GWC3040,40,30
377755667,37679764308144,DDL038-GWC1620,20,16
,37679764340912,DDL038-GWC3040,40,30
377757579,37679764242608,DDL042-GWC1620,20,16
,37679764275376,DDL042-GWC3040,40,30
377760099,37679764144304,DDL043-GWC1620,20,16
,37679764177072,DDL043-GWC3040,40,30
377762039,37679764046000,DDL044-GWC1620,20,16
,37679764078768,DDL044-GWC3040,40,30
377764455,37679763194032,DDL045-GWC1620,20,16
,37679763226800,DDL045-GWC3040,40,30
377767299,37679763062960,DDL053-GWC1620,20,16
,37679763095728,DDL053-GWC3040,40,30
377820191,37679763030192,AM001-GWC1616DP,32,16
377884087,37679762636976,AM003-GWC1616DP,32,16
377885123,37679762571440,AM004-GWC1620TP,48,20
379707351,37679762538672,CD841-GWC2412QD,48,24
379711515,37679762407600,CD842-GWC3040,40,30
379715755,37679762276528,CD843-GWC2412QD,48,24
379718147,37679762210992,CD844-GWC2412TP,36,24
379720227,37679762079920,CD845-GWC1616,16,16
379723259,37679762014384,CD846-GWC5PC,60,30
379725735,37679761981616,CD848-GWC2016,16,20
379727399,37679761883312,CD849-GWC3224-2X3212,48,32
379731863,37679761850544,CD850-GWC5PC,60,30
379733327,37679761817776,CD852-GWC5PC,60,30
379734695,37679760867504,CD853-GWC2016TP,48,20
379736203,37679760834736,CD854-GWC2016QD,64,20
379737555,37679760801968,CD856-GWC2412QD,48,24
379738443,37679760703664,CD857-GWC2016QD,64,20
379760151,37679758966960,CD858-GWC2016TP,48,20
379762527,37679758213296,CD859-GWC4030,30,40
379765119,37679758147760,CD860-GWC2412QD,48,24
379767159,37679758082224,CD861-GWC4030,30,40
379768919,37679758049456,CD862-GWC2016TP,48,20
379770819,37679757820080,CD863-GWC5PC,60,30
379773163,37679757754544,CD865-GWC5PC,60,30
379775703,37679757689008,CD866-GWC5PC,60,30
379778627,37679757295792,CD869-GWC2412QD,48,24
379781059,37679757230256,CD870-GWC2412TP,36,24
379783899,37679757164720,CD871-GWC5PC,60,30
379785659,37679754969264,CD872-GWC2412QD,48,24
379787447,37679753330864,CD873-GWC2412QD,48,24
379790899,37679753265328,CD874-GWC2016TP,48,20
379795535,37679753199792,CD875-GWC2412QD,48,24
379798719,37679753167024,CD877-GWC2412QD,48,24
379800207,37679753101488,CD878-GWC3040,40,30
379928015,37679753035952,BB114-GWC2432,32,24
379933759,37679753003184,BB117-GWC3040,40,30
379934611,37679752937648,BB117-GWC3224-2X3212,48,32
379938147,37679752872112,BB118-GWC3048QD,48,30
379942907,37679752282288,BB119-GWC2016TP,48,20
379971291,37679752216752,BB119-GWC3040,40,30
379991887,37679752151216,BB120-GWC5PC,60,30
379995759,37679752085680,BB120-GWC3040,40,30
380002851,37679752052912,BB121-GWC4020,20,40
380009063,37679752020144,BB122-GWC2040,40,20
380014451,37679751954608,BB122-GWC20605PC,60,20
380025011,37679751889072,BB123-GWC2016TP,48,20
380028103,37679751856304,BB123-GWC3040,40,30
380031311,37679751790768,BB124-GWC2040,40,20
380034479,37679751758000,BB124-GWC2020TP,60,20
380041551,37679751692464,BB129-GWC2016DP,32,20
380044723,37679751626928,BB129-GWC3040,40,30
380049347,37679751594160,BB132-GWC3040,40,30
380052519,37679751528624,BB133-GWC3040,40,30
380055819,37679751463088,BB134-GWC2016QD,64,20
380061315,37679750840496,BB134-GWC2040,40,20
380063767,37679750774960,BB148-GWC5PC,60,30
380066739,37679750709424,BB149-GWC2016TP,48,20
380068987,37679750676656,BB150-GWC1620,20,16
380070999,37679750643888,BB152-GWC2016TP,48,20
380073979,37679750545584,BB153-GWC5PC,60,30
380079219,37679750512816,BB154-1620DP,32,20
380081739,37679750447280,BB155-GWC2016TP,48,20
380083651,37679750217904,BB156-GWC5PC,60,30
380085411,37679750185136,BB157-GWC2020TP,60,20
380086251,37679750119600,BB159-GWC5PC,60,30
380087315,37679750021296,BB163-GWC3224-2X3212,48,32
380089019,37679749791920,BB166-GWC3040,40,30
380090407,37679749726384,BB171-GWC4030,30,40
380091419,37679749103792,BB174-GWC3040,40,30
380092587,37679749038256,BB176-GWC5PC,60,30
380094323,37679748972720,BB178-GWC2020TP,60,20
380095675,37679748939952,BB115116-GWC2016DP,32,20
380097123,37679748874416,BB1465432-5PC1620,40,48
380787327,37679747760304,R2H001-GWC1620DP,32,20
380788915,37679747727536,R2H002-GWC3040DP,60,40
383295371,37679746810032,BX20-GWC2040DP,40,40
383327455,37679745826992,BX20-GWC3030,30,30
383332563,37679745794224,BX21-GWC1224DP,24,24
383339219,37679745728688,BX23-GWC3030,30,30
383348639,37679745630384,BX24-GWC2030DP,40,30
383355527,37679745597616,BX25-GWC1620TP,48,20
383359863,37679745007792,BX25-GWC2030DP,40,30
383363171,37679744909488,BX26-GWC2040DP,40,40
383366747,37679744811184,BX27-GWC2040DP,40,40
383370583,37679744745648,BX28-GWC2040DP,40,40
383373959,37679744712880,BX29-GWC3040DP,60,40
383379599,37679744647344,BX30-GWC2040DP,40,40
383383687,37679743926448,BX31-GWC2040DP,40,40
383387479,37679743893680,BX32-GWC2040DP,40,40
385296287,37679743795376,BX79-GWC2040DP,40,40
385296671,37679743598768,BX78-GWC3040,40,30
385298139,37679743566000,BX76G-GWC1224DP,24,24
385300351,37679743500464,BX76b-GWC1224DP,24,24
385302139,37679743434928,BX76-GWC1224DP,24,24
385303739,37679743402160,BX75-GWC2040DP,40,40
385306103,37679743336624,BX73-GWC2040DP,40,40
385307787,37679743238320,BX72-GWC2040DP,40,40
385308735,37679743008944,BX71-GWC2040DP,40,40
385309523,37679742582960,BX70CUT-GWC2040DP,40,40
385311143,37679742451888,BX70-GWC2040DP,40,40
385312431,37679742222512,BX69-GWC2020,20,20
385314383,37679742189744,BX69-1-GWC2040DP,40,40
385316483,37679742124208,BX68-GWC2040DP,40,40
385318139,37679742058672,BX68-1-GWC2040DP,40,40
385320171,37679741993136,BX67B-GWC2040DP,40,40
385321959,37679741927600,BX67-GWC2040DP,40,40
385323859,37679741862064,BX67-GWC1224DP,24,24
385325731,37679741829296,BX66-GWC3040DP,60,40
385328603,37679741796528,BX66-GWC3040,40,30
385334259,37679741239472,BX64-GWC4040TP,40,40
385336999,37679741173936,BX54-GWC3030,30,30
385339903,37679741141168,BX53-GWC1224DP,24,24
385342691,37679741042864,BX52-GWC2040DP,40,40
385344199,37679741010096,BX51-GWC3030,30,30
385346131,37679740977328,BX50-GWC2040DP,40,40
385348863,37679740944560,BX49-GWC3030,30,30
385350535,37679740846256,BX48-GWC3040,40,30
385351635,37679740780720,BX47-GWC3030,30,30
385352915,37679740715184,BX46-GWC1616QD,32,32
385358491,37679740354736,BX45-GWC3030,30,30
385362315,37679740321968,BX44-GWC2040DP,40,40
385366751,37679740256432,BX43-GWC2040TP,60,40
385368943,37679739895984,BX43-GWC2030DP,40,30
385372539,37679739863216,BX42-GWC3030,30,30
385373383,37679739764912,BX41-GWC2040DP,40,40
385374539,37679739699376,BX40-GWC2020TP,60,20
385377367,37679739633840,BX39-GWC2040DP,40,40
385378283,37679739535536,BX38-GWC1620TP,48,20
,37679739568304,BX38-GWC4020TP,60,40
385379475,37679739306160,BX37-GWC1616TP,48,16
385380795,37679739109552,BX36-GWC2040DP,40,40
385382039,37679739044016,BX35-GWC3030,30,30
385383003,37679738978480,BX35-GWC2040DP,40,40
385384271,37679738945712,BX34-GWC2040DP,40,40
385385247,37679738880176,BX33-GWC2020TP,60,20
385386511,37679738814640,BX32-GWC3030,30,30
385399231,37679738781872,BB001-GWC2432,32,24
385401123,37679738749104,BB002-GWC3224,24,32
385404431,37679738650800,BB004-GWC4030,30,40
385406887,37679738421424,BB005-GWC2418,18,24
385409691,37679738355888,BB006-GWC3040,40,30
385411687,37679738257584,BB007-GWC2412TP,36,24
385416247,37679737897136,BB008-GWC3224,24,32
385422719,37679737831600,BB009-GWC2412TP,36,24
385433199,37679737733296,BB010-GWC2418,18,24
385439615,37679737667760,BB011-GWC2412TP,36,24
385444283,37679737634992,BB012-GWC2412TP,36,24
385448051,37679737569456,BB013-GWC3030TP,90,30
385454451,37679737503920,BB014-GWC2432,32,24
385459767,37679737471152,BB015-GWC3224,24,32
385464007,37679737405616,BB016-GWC4030,30,40
385470363,37679737372848,BB017-GWC4030,30,40
385474959,37679737340080,BB018-GWC3224,24,32
385478043,37679737274544,BB019-GWC3224,24,32
386204143,37679737110704,BB020-GWC4030,30,40
386207395,37679737077936,BB021-GWC4030,30,40
386208263,37679736684720,BB022-GWC2412TP,36,24
386210507,37679736619184,BB023-GWC2412TP,36,24
386220735,37679736553648,BB024-GWC3040,40,30
386226723,37679736520880,BB023-GWC2412TP,36,24
386234995,37679736455344,BB025-GWC3030TP,90,30
386240019,37679735570608,BB026-GWC3060,60,30
386247703,37679735439536,BB027-GWC3060,60,30
,37679735472304,BB027-MW1812TP,36,18
,37679735505072,BB027-MW2412QD,48,24
,37679735537840,BB027-MW3012_5PC,60,30
386249523,37679735341232,BB028-GWC3060,60,30
386251823,37679735210160,BB029-GWC3060,60,30
,37679735242928,BB029-MW1812TP,36,18
,37679735275696,BB029-MW2412QD,48,24
,37679735308464,BB029-MW3012_5PC,60,30
386256147,37679735144624,BB030-GWC4030,30,40
386259015,37679735079088,BB031-GWC3224,24,32
386259443,37679735046320,BB032-GWC2432,32,24
386260191,37679734915248,BB033-GWC2412TP,36,24
386277375,37679734751408,BB034-GWC3224,24,32
386278755,37679734685872,BB035-GWC3224,24,32
386279455,37679734161584,BB036-GWC2412TP,36,24
386281115,37679733899440,BB037-GWC3224,24,32
386282623,37679733833904,BB039-GWC3060,60,30
386283435,37679733801136,BB041-GWC3060,60,30
386284127,37679733735600,BB059-GWC3060,60,30
386284739,37679733407920,BB066-GWC3060,60,30
386285319,37679733342384,BB067-GWC3060,60,30
386288999,37679733276848,BB068-GWC3060,60,30
386291523,37679733178544,BB079-GWC3060,60,30
386297191,37679733113008,BB080-GWC3060,60,30
386299395,37679733047472,BB080-GWC3060,60,30
386299447,37679732850864,BB089-GWC3060,60,30
,37679732883632,BB089-MW1812TP,36,18
,37679732916400,BB089-MW2412QD,48,24
,37679732949168,BB089-MW3012_5PC,60,30
386300571,37679732785328,BB102-GWC3060,60,30
386301459,37679732654256,BB111-GWC3060,60,30
,37679732687024,BB111-MW1812TP,36,18
,37679732719792,BB111-MW2412QD,48,24
,37679732752560,BB111-MW3012_5PC,60,30
386303263,37679732490416,BB043-GWC2020TP,60,20
386305803,37679732326576,BB046-GWC2020TP,60,20
386308451,37679732293808,BB071-GWC1616TP,48,16
386311735,37679732228272,BB072-GWC1616TP,48,16
386314547,37679732195504,BB081-GWC1616TP,48,16
386316631,37679731441840,BB086-GWC1616TP,48,16
386317703,37679731409072,BB093-GWC1616TP,48,16
386324011,37679731376304,BB097-GWC1616TP,48,16
386324991,37679731310768,BB057-GWC1616TP,48,16
386326231,37679731245232,BB114-GWC2016TP,48,20
386328151,37679731179696,BB073-GWC2016TP,48,20
386330595,37679731114160,BB083-GWC2016TP,48,20
386332215,37679731015856,BB083-GWC2016TP,48,20
386333923,37679730983088,BB095-GWC2412TP,36,24
386335379,37679730950320,BB101-GWC2412TP,36,24
386337499,37679730884784,BB103-GWC2412TP,36,24
386339403,37679730852016,BB110-GWC2412TP,36,24
386342391,37679730688176,BB112-GWC2412TP,36,24
386344503,37679730524336,BB053-GWC2412TP,36,24
386345663,37679730491568,BB078-GWC2016DP,32,20
386347335,37679730458800,BB082-GWC2016DP,32,20
386348819,37679730360496,BB084-GWC2016DP,32,20
386349983,37679729868976,BB096-GWC2016DP,32,20
386350967,37679729672368,BB115-GWC2016DP,32,20
386352799,37679729606832,BB116-GWC1620DP,32,20
387014683,37679729475760,BB040-GWC2432,32,24
387016255,37679729410224,BB045-GWC3224,24,32
387017363,37679729377456,BB056-GWC2432,32,24
387018471,37679729311920,BB063-GWC2432,32,24
387019515,37679729246384,BB044-GWC2016,16,20
387021275,37679729180848,BB074-GWC2016,16,20
387022539,37679729148080,BB085-GWC2016,16,20
387026099,37679729115312,BB113-GWC2016,16,20
387026975,37679728787632,BB094-GWC1620,20,16
387029179,37679728722096,BB048-GWC2418,18,24
387030623,37679728623792,BB049-GWC2418,18,24
387031951,37679728591024,BB050-GWC2418,18,24
387033603,37679728492720,BB051-GWC2418,18,24
387037511,37679728459952,BB058-GWC2418,18,24
387041327,37679728427184,BB060-GWC2418,18,24
387042347,37679728328880,BB061-GWC2418,18,24
387043591,37679727968432,BB087-GWC2418,18,24
387044723,37679727935664,BB104-GWC2418,18,24
387045827,37679727870128,BB092-GWC1824,24,18
387046995,37679727837360,BB091-GWC1824,24,18
387048007,37679727771824,BB047-GWC4030,30,40
387048991,37679727739056,BB054-GWC4030,30,40
387049991,37679727706288,BB055-GWC4030,30,40
387050787,37679727673520,BB065-GWC4030,30,40
387052583,37679727575216,BB064-GWC3040,40,30
387053683,37679727542448,BB098-GWC3040,40,30
387055711,37679727476912,BB099-GWC3040,40,30
387060387,37679727411376,BB062-GWC4020,20,40
387064803,37679727345840,BB105-GWC1818,18,18
387121515,37679726428336,GEO1-GWC3040,40,30
387129395,37679726067888,GEO10-GWC3040,40,30
387131903,37679725772976,GEO15-GWC3040,40,30
387134379,37679725707440,GEO16-GWC3040,40,30
387135951,37679725641904,GEO17-GWC3040,40,30
387139103,37679725609136,GEO1-GWC4030DP,60,40
387142171,37679725510832,GEO16-GWC4030DP,60,40
387144147,37679725445296,GEO2-GWC2412TP,36,24
387146303,37679725412528,GEO2B-GWC4020DP,40,40
387148531,37679725379760,GEO4B-GWC4020DP,40,40
387150699,37679725346992,GEO5-GWC4020DP,40,40
387152499,37679725248688,GEO6-GWC4020DP,40,40
387154391,37679725215920,GEO8-GWC4020DP,40,40
387156439,37679725150384,GEO11-GWC4020DP,40,40
387158155,37679724986544,GEO14-GWC4020DP,40,40
387159663,37679724331184,GEO18-GWC4020DP,40,40
387163651,37679724265648,GEO7II-GWC2412DP,24,24
387165931,37679724232880,GEO7-GWC2412DP,24,24
387168015,37679723544752,GEO12-GWC1616TP,48,16
387170003,37679723446448,GEO15-GWC2016TP,48,20
387171615,37679723413680,GEO17-GWC3248TP,48,32
387174595,37679723380912,GEO4-GWC1616,48,16
387177243,37679722692784,GEO4B-GWC3030,30,30
387179491,37679722660016,GEO5-GWC3030,30,30
387181051,37679722627248,GEO14-GWC3030,30,30
387183315,37679722561712,GEO18-GWC3030,30,30
387242167,37679722528944,ABMUZIK-GWC3040,40,30
387246135,37679722463408,ABMZK16-GWC3040,40,30
387251071,37679722168496,ABMZK17-GWC3040,40,30
387253123,37679722135728,ABMZK18-GWC3040,40,30
387254735,37679722070192,ABMZK19-GWC3040,40,30
387257231,37679722004656,ABMZK20-GWC3040,40,30
387258851,37679721971888,ABMZK19-GWC3040DP,60,40
387260775,37679721873584,ABMZK21-GWC2432,32,24
387270379,37679721382064,ABSCOPE1-GWC3040,40,30
387272835,37679721316528,ABSCOPE2-GWC3040,40,30
387274303,37679721250992,ABSCOPE3-GWC3040,40,30
387275999,37679721185456,ABSCOPE4-GWC3040,40,30
387277663,37679721087152,ABSCOPE5-GWC3040,40,30
,37679721119920,ABSCOPE5-GWC3020,40,30
,37679721152688,ABSCOPE5-GWC2016,16,20
387280123,37679720988848,ABSCOPE6-GWC3040,40,30
387282267,37679720923312,ABSCOPE7-GWC3040,40,30
387284483,37679720890544,ABSCOPE8-GWC3040,40,30
387286479,37679720825008,ABSCOPE9-GWC3040,40,30
387288227,37679720759472,ABSCOPE10-GWC3040,40,30
387291051,37679720300720,ABSCOPE11-GWC3040,40,30
,37679720366256,ABSCOPE11-GWC3020,20,30
,37679720431792,ABSCOPE11-GWC2016,16,20
387294475,37679720136880,ABSCOPE12-GWC3040,40,30
387313879,37679720104112,COJ1-GWC2040DP,40,40
387315147,37679720038576,COJ14-GWC2040DP,40,40
387315887,37679719973040,COJ17-GWC2040DP,40,40
387316707,37679719743664,COJ20-GWC2040DP,40,40
387317979,37679719448752,COJ21-GWC2040DP,40,40
387318991,37679719415984,COJ16-GWC2030DP,40,30
387320355,37679719383216,COJ6-GWC3040DP,60,40
387321427,37679719284912,COJ11-GWC2030DP,40,30
387322627,37679719252144,COJ5B-GWC1620TP,48,20
387323955,37679719186608,COJ9-GWC1620TP,48,20
387324703,37679719088304,COJ15-GWC1620TP,48,20
387325695,37679719055536,COJ12-GWC1224TP,36,24
387326911,37679718531248,COJ13-GWC2030DP,40,30
387328855,37679718465712,COJ1-GWC3030,30,30
387330039,37679718400176,COJ14-GWC3030,30,30
387331023,37679718334640,COJ17-GWC3030,30,30
387331815,37679718269104,COJ21-GWC3030,30,30
387332947,37679718236336,COJ20-GWC3030,30,30
387335379,37679718105264,COJ19-GWC2030,30,20
387337231,37679718039728,COJ15-GWC2040,40,20
387338719,37679718006960,COJ16-GWC3040,40,30
387339903,37679717908656,COJ13-GWC3040,40,30
387341531,37679717515440,COJ10-GWC3040,40,30
387342639,37679717417136,COJ8-GWC3040,40,30
387343787,37679717384368,COJ6-GWC3040,40,30
387345071,37679717286064,COJ5-GWC3040,40,30
387346227,37679717220528,COJ4-GWC3040,40,30
387347763,37679717154992,COJ3-GWC3040,40,30
387349759,37679717089456,COJ2-GWC3040,40,30
389127559,37679717023920,AB015-GWC2424,24,24
389136327,37679716892848,AB016-GWC2424,24,24
389138203,37679716827312,AB017-GWC2424,24,24
389139899,37679716171952,ABC1-GWC3030,30,30
389142539,37679716106416,BX2-GWC3030,30,30
389144675,37679716008112,BX4-GWC3030,30,30
389174683,37679715975344,BX6-GWC3030,30,30
389175659,37679715942576,BX25-GWC3030,30,30
389179383,37679715844272,ABC2-GWC1818,18,18
389181143,37679715811504,ABC3-GWC3040,40,30
389183055,37679715745968,ABC4-GWC3030,30,30
389185435,37679715647664,BX3-GWC2432,32,24
389187439,37679715614896,BX24-GWC2040DP,40,40
389189687,37679715221680,BX24-GWC1616,16,16
389192023,37679715156144,BX22-GWC3224-2X3212,48,32
389195023,37679715123376,BX5-GWC3060,60,30
389198891,37679715057840,BX26B-GWC4020DP,40,40
389200971,37679715025072,BX27-GWC2040DP,40,40
389202303,37679714861232,BX26BL-GWC1212DP,24,12
,37679714894000,BX26BL-GWC1616DP,32,16
,37679714926768,BX26BL-GWC3030DP,60,30
389209775,37679714173104,COJ26-GWC3030,30,30
389213827,37679714107568,COJ27-GWC2040,40,20
389221711,37679714074800,COJ27CUT-GWC1616DP,32,16
389267467,37679714042032,COP2-GWC2432,24,32
389269983,37679713976496,COP4-GWC2432,24,32
389272375,37679713910960,CD188-GWC3040,40,30
389277703,37679713845424,CD197-GWC3040,40,30
389280371,37679713779888,CD0227-GWC3040,40,30
389282943,37679713747120,CD188-GWC3040DP,60,40
389286899,37679713648816,CD197-GWC3020DP,40,30
389289371,37679713616048,CD507-GWC3020DP,40,30
389291311,37679713583280,CMD9859DPOP-GWC3020DP,40,30
389293659,37679713517744,DSC0747ed-GWC2030DP,40,30
389296267,37679713386672,CD0227-GWC2016TP,48,20
389299107,37679712895152,CD935RBS-GWC2016TP,48,20
389301599,37679712665776,CD9086ED-GWC1616TP,48,16
389304919,37679712633008,CDMaui-GWC1620TP,48,20
389307199,37679712534704,CD0229SQ-GWC3030,30,30
389309867,37679712436400,DSC7803-GWC3030,30,30
389313931,37679712403632,CD0229SQ-GWC4020DP,40,40
389316899,37687952801968,CD7917-GWC2012TP,36,20
389319515,37679712239792,DSC1227ed-GWC2432,32,24
389323439,37679712207024,DSC9175-GWC4020,20,40
389327207,37679712141488,DSC7926dp-GWC1224TP,36,24
389330139,37679712075952,DSC9395-GWC3040TP,40,30
389335299,37679712043184,DSC1587-GWC3060,60,30
389338943,37679711977648,KKFULLANO1-GWC3060,60,30
391067239,37679711944880,ABSH1-GWC1616DP,32,16
391072427,37679711912112,ABSH2-GWC1616DP,32,16
391074679,37679711879344,ABSH3-GWC1616,16,16
391080439,37679711781040,BRANCH2-GWC2040DP,40,40
391114239,37679711748272,SMASH1-GWC2040DP,40,40
391116555,37679711715504,SMASH2-GWC2040DP,40,40
391122751,37679710994608,SMASH5-GWC2040DP,40,40
391124295,37679710896304,SMASH14-GWC2040DP,40,40
391157423,37679710798000,BRANCH2EXT-GWC3040,40,30
391162043,37679710765232,RAR1-GWC3040,40,30
391165587,37679710699696,SMASH3-GWC3040,40,30
391168931,37679710437552,SMASH4-GWC3040,40,30
391181099,37679710404784,SMASH6-GWC3040,40,30
391184143,37679710372016,SMASH10-GWC3040,40,30
391193591,37679710273712,SMASH13-GWC3040,40,30
391200747,37679710240944,SMASH17-GWC3040,40,30
391205059,37679710175408,SMASH19-GWC3040,40,30
391249547,37679709487280,SMASH19-GWC3040DP,60,40
391251471,37679709388976,SMASH18-GWC3040DP,60,40
391253019,37679709290672,SMASH16-GWC3040DP,60,40
391257599,37679709257904,SMASH12-GWC3040DP,60,40
391258923,37679709225136,SMASH11-GWC3040DP,60,40
391260039,37679709192368,SMASH10-GWC3040DP,60,40
391262763,37679709094064,SMASH9-GWC2030DP,40,30
391264227,37679708995760,SMASH8-GWC2040,40,20
391265571,37679708930224,SMASH5-GWC3030,30,30
391267799,37679708897456,SMASH2-GWC3030,30,30
391269555,37679708668080,SMASH1-GWC3030,30,30
391270955,37679708242096,BRANCHD1-GWC3030,30,30
391274539,37679708111024,RNV3-GWC1620DP,32,20
391276415,37679707783344,RNV2A-GWC1620DP,32,20
391277347,37679707717808,RNV-GWC1620DP,32,20
391278795,37679707521200,RAR2-GWC1224DP,24,24
391280215,37679707455664,RAR2B-GWC1818,18,18
391281435,37679707390128,RAR3-GWC1824,24,18
391893043,37679707324592,PKR3-GWC1616,16,16
391897103,37679707029680,PKR1-GWC2432,32,24
391899139,37679706570928,PK2-GWC2432,32,24
391903555,37679706538160,ABFLWR15-GWC3030,30,30
391906335,37679706276016,ABFLWR16-GWC3030,30,30
